rank	word	reason
233179	deutsche Grammatiken	non_word_chars
233180	Deutsche Kaiserreich	non_word_chars
233181	Deutsche Krieg	non_word_chars
233182	Deutsche Marine	non_word_chars
233183	Deutsche Mark	non_word_chars
233184	Deutsche Orden	non_word_chars
233185	Deutsche Reich	non_word_chars
233186	deutsche Stuhl	non_word_chars
233187	Deutsche Thaya	non_word_chars
233188	Deutsche Wetterdienst	non_word_chars
233189	Deutschem Bund	non_word_chars
233190	Deutschem Bunde	non_word_chars
233191	Deutschem Eck	non_word_chars
233192	Deutschem Kaiserreich	non_word_chars
233193	Deutschem Kaiserreiche	non_word_chars
233194	Deutschem Krieg	non_word_chars
233195	Deutschem Orden	non_word_chars
233196	Deutschem Reich	non_word_chars
233197	deutschem Stuhl	non_word_chars
233198	Deutschem Wetterdienst	non_word_chars
233199	deutschen aus	non_word_chars
233200	Deutschen Bund	non_word_chars
233201	Deutschen Bunde	non_word_chars
233202	Deutschen Bundes	non_word_chars
233203	Deutschen Bunds	non_word_chars
233204	Deutschen Demokratischen Republik	non_word_chars
233205	Deutschen Eck	non_word_chars
233206	Deutschen Ecks	non_word_chars
233207	deutschen ein	non_word_chars
233208	Deutschen Gebärdensprache	non_word_chars
233209	deutschen Grammatik	non_word_chars
233210	deutschen Grammatiken	non_word_chars
233211	Deutschen Kaiserreich	non_word_chars
233212	Deutschen Kaiserreiche	non_word_chars
233213	Deutschen Kaiserreiches	non_word_chars
233214	Deutschen Kaiserreichs	non_word_chars
233215	Deutschen Krieg	non_word_chars
233216	Deutschen Krieges	non_word_chars
233217	Deutschen Kriegs	non_word_chars
233218	Deutschen Marine	non_word_chars
233219	Deutschen Mark	non_word_chars
233220	Deutschen Orden	non_word_chars
233221	Deutschen Ordens	non_word_chars
233222	Deutschen Reich	non_word_chars
233223	Deutschen Reiches	non_word_chars
233224	Deutschen Reichs	non_word_chars
233225	deutschen Stuhl	non_word_chars
233226	deutschen Stuhles	non_word_chars
233227	deutschen Stuhls	non_word_chars
233228	Deutschen Thaya	non_word_chars
233229	Deutschen Wetterdienst	non_word_chars
233230	Deutschen Wetterdienstes	non_word_chars
233231	Deutschen Wetterdiensts	non_word_chars
233238	Deutscher Bund	non_word_chars
233239	Deutscher Demokratischer Republik	non_word_chars
233240	Deutscher Gebärdensprache	non_word_chars
233241	deutscher Grammatik	non_word_chars
233242	deutscher Grammatiken	non_word_chars
233243	Deutscher Krieg	non_word_chars
233244	Deutscher Marine	non_word_chars
233245	Deutscher Mark	non_word_chars
233246	Deutscher Orden	non_word_chars
233247	Deutscher Schäferhund	non_word_chars
233248	deutscher Stuhl	non_word_chars
233249	Deutscher Stuhl	non_word_chars
233250	Deutscher Wetterdienst	non_word_chars
233256	Deutsches Eck	non_word_chars
233257	Deutsches Kaiserreich	non_word_chars
233258	Deutsches Reich	non_word_chars
233259	deutschest aus	non_word_chars
233260	deutschest ein	non_word_chars
233266	deutschet aus	non_word_chars
233267	deutschet ein	non_word_chars
233269	Deutschfeistritz’	non_word_chars
233388	deutschst aus	non_word_chars
233389	deutschst ein	non_word_chars
233399	deutscht aus	non_word_chars
233400	deutscht ein	non_word_chars
233401	deutschte aus	non_word_chars
233402	deutschte ein	non_word_chars
233403	deutschten aus	non_word_chars
233404	deutschten ein	non_word_chars
233405	deutschtest aus	non_word_chars
233406	deutschtest ein	non_word_chars
233407	deutschtet aus	non_word_chars
233408	deutschtet ein	non_word_chars
233439	Devanāgarī	non_word_chars
233497	Devils Lake	non_word_chars
233498	Devils Lakes	non_word_chars
233499	Devil’s Peak	non_word_chars
233584	Dez.	non_word_chars
233697	Dezi-	non_word_chars
233839	dgl.	non_word_chars
233856	dharmische Religion	non_word_chars
233872	di-	non_word_chars
233873	Di.	non_word_chars
233874	dia-	non_word_chars
233875	Diabetes mellitus	non_word_chars
234014	diakritische Zeichen	non_word_chars
234016	diakritischem Zeichen	non_word_chars
234018	diakritischen Zeichen	non_word_chars
234019	diakritischen Zeichens	non_word_chars
234021	diakritischer Zeichen	non_word_chars
234023	diakritisches Zeichen	non_word_chars
234030	dial.	non_word_chars
234160	diamantene Hochzeit	non_word_chars
234161	diamantene Hochzeiten	non_word_chars
234164	diamantenen Hochzeit	non_word_chars
234165	diamantenen Hochzeiten	non_word_chars
234167	diamantener Hochzeit	non_word_chars
234168	diamantener Hochzeiten	non_word_chars
234335	Diastema mediale	non_word_chars
234337	Diastemas mediale	non_word_chars
234339	Diastemata mediale	non_word_chars
234460	dicht ab	non_word_chars
234461	dicht an	non_word_chars
234462	dicht an dicht	non_word_chars
234463	dicht bebaut	non_word_chars
234464	dicht bebaute	non_word_chars
234465	dicht bebautem	non_word_chars
234466	dicht bebauten	non_word_chars
234467	dicht bebauter	non_word_chars
234468	dicht bebautes	non_word_chars
234469	dicht gemacht	non_word_chars
234470	dicht gemachte	non_word_chars
234471	dicht gemachtem	non_word_chars
234472	dicht gemachten	non_word_chars
234473	dicht gemachter	non_word_chars
234474	dicht gemachtes	non_word_chars
234475	dicht hinzu	non_word_chars
234476	dicht machen	non_word_chars
234477	dicht machend	non_word_chars
234478	dicht machende	non_word_chars
234479	dicht machendem	non_word_chars
234480	dicht machenden	non_word_chars
234481	dicht machender	non_word_chars
234482	dicht machendes	non_word_chars
234483	dicht zu machen	non_word_chars
234484	dicht zu machende	non_word_chars
234485	dicht zu machendem	non_word_chars
234486	dicht zu machenden	non_word_chars
234487	dicht zu machender	non_word_chars
234488	dicht zu machendes	non_word_chars
234489	dicht zurecht	non_word_chars
234514	dichte ab	non_word_chars
234515	dichte an	non_word_chars
234516	dichte hinzu	non_word_chars
234517	dichte zurecht	non_word_chars
234520	dichten ab	non_word_chars
234521	dichten an	non_word_chars
234522	dichten hinzu	non_word_chars
234523	dichten zurecht	non_word_chars
234530	dichter.	non_word_chars
234568	dichtest ab	non_word_chars
234569	dichtest an	non_word_chars
234570	dichtest hinzu	non_word_chars
234571	dichtest zurecht	non_word_chars
234581	dichtet ab	non_word_chars
234582	dichtet an	non_word_chars
234583	dichtet hinzu	non_word_chars
234584	dichtet zurecht	non_word_chars
234585	dichtete ab	non_word_chars
234586	dichtete an	non_word_chars
234587	dichtete hinzu	non_word_chars
234588	dichtete zurecht	non_word_chars
234590	dichteten ab	non_word_chars
234591	dichteten an	non_word_chars
234592	dichteten hinzu	non_word_chars
234593	dichteten zurecht	non_word_chars
234595	dichtetest ab	non_word_chars
234596	dichtetest an	non_word_chars
234597	dichtetest hinzu	non_word_chars
234598	dichtetest zurecht	non_word_chars
234600	dichtetet ab	non_word_chars
234601	dichtetet an	non_word_chars
234602	dichtetet hinzu	non_word_chars
234603	dichtetet zurecht	non_word_chars
234694	dick ab	non_word_chars
234695	dick an	non_word_chars
234696	dick auftragen	non_word_chars
234697	dick ein	non_word_chars
234739	dicke ab	non_word_chars
234740	dicke an	non_word_chars
234741	Dicke Bertha	non_word_chars
234742	Dicke Berthas	non_word_chars
234743	dicke ein	non_word_chars
234744	dicke Luft	non_word_chars
234745	dicken ab	non_word_chars
234746	dicken an	non_word_chars
234747	Dicken Bertha	non_word_chars
234748	Dicken Berthas	non_word_chars
234749	dicken ein	non_word_chars
234756	Dicker Bertha	non_word_chars
234757	Dicker Berthas	non_word_chars
234764	dickest ab	non_word_chars
234765	dickest an	non_word_chars
234766	dickest ein	non_word_chars
234768	dicket ab	non_word_chars
234769	dicket an	non_word_chars
234770	dicket ein	non_word_chars
234904	dickst ab	non_word_chars
234905	dickst an	non_word_chars
234906	dickst ein	non_word_chars
234915	dickt ab	non_word_chars
234916	dickt an	non_word_chars
234917	dickt ein	non_word_chars
234920	dickte ab	non_word_chars
234921	dickte an	non_word_chars
234922	dickte ein	non_word_chars
234925	dickten ab	non_word_chars
234926	dickten an	non_word_chars
234927	dickten ein	non_word_chars
234929	dicktest ab	non_word_chars
234930	dicktest an	non_word_chars
234931	dicktest ein	non_word_chars
234933	dicktet ab	non_word_chars
234934	dicktet an	non_word_chars
234935	dicktet ein	non_word_chars
234988	die Abwechslung lieben	non_word_chars
234989	die Arschkarte zeigen	non_word_chars
234990	die Arschkarte ziehen	non_word_chars
234991	die Augen für immer schließen	non_word_chars
234992	die Augen für immer schliessen	non_word_chars
234993	die Axt an die Wurzel legen	non_word_chars
234994	die Axt an etwas legen	non_word_chars
234995	die Axt im Haus erspart den Zimmermann	non_word_chars
234996	die Beine breitmachen	non_word_chars
234997	die Beine in die Hand nehmen	non_word_chars
234998	die Biege machen	non_word_chars
234999	die Bombe platzen lassen	non_word_chars
235000	die Bretter, die die Welt bedeuten	non_word_chars
235001	die Brücken hinter sich abbrechen	non_word_chars
235002	die Bäume wachsen nicht in den Himmel	non_word_chars
235003	die Einschläge kommen näher	non_word_chars
235004	die erste Geige spielen	non_word_chars
235005	die Faxen dick haben	non_word_chars
235006	die Faxen dicke haben	non_word_chars
235007	die Felle wegschwimmen sehen	non_word_chars
235008	die Feste feiern, wie sie fallen	non_word_chars
235009	die Feste feiern, wie sie kommen	non_word_chars
235010	die Finger im Spiel haben	non_word_chars
235011	die Finger von etwas lassen	non_word_chars
235012	die Fliege machen	non_word_chars
235013	die Flinte ins Korn werfen	non_word_chars
235014	die Fresse halten	non_word_chars
235015	die Front wechseln	non_word_chars
235016	die Fäden in der Hand haben	non_word_chars
235017	die Fäden ziehen	non_word_chars
235018	die Führung auf dem Fuss haben	non_word_chars
235019	die Führung auf dem Fuß haben	non_word_chars
235020	die Füsse unter den Arm nehmen	non_word_chars
235021	die Füße unter den Arm nehmen	non_word_chars
235022	die ganze Innung blamieren	non_word_chars
235023	die Gelegenheit beim Schopfe packen	non_word_chars
235024	die grauen Zellen	non_word_chars
235025	die Grätsche machen	non_word_chars
235026	die Herren der Schöpfung	non_word_chars
235027	die Hoffnung stirbt zuletzt	non_word_chars
235028	die Honneurs machen	non_word_chars
235029	die Hosen anhaben	non_word_chars
235030	die Hosen auf halbmast tragen	non_word_chars
235031	die Hosen herunterlassen	non_word_chars
235032	die Hände in den Schoß legen	non_word_chars
235033	die Hände in den Schoss legen	non_word_chars
235034	die Hände in Unschuld waschen	non_word_chars
235035	die Hölle auf Erden	non_word_chars
235036	die Hülle und Fülle	non_word_chars
235037	die Hüllen fallen lassen	non_word_chars
235038	die Kacke ist am Dampfen	non_word_chars
235039	die kalte Schulter zeigen	non_word_chars
235040	die Katze aus dem Sack lassen	non_word_chars
235041	die Katze beisst sich in den Schwanz	non_word_chars
235042	die Katze beißt sich in den Schwanz	non_word_chars
235043	die Katze im Sack kaufen	non_word_chars
235044	die Katze lässt das Mausen nicht	non_word_chars
235045	die Katze läßt das Mausen nicht	non_word_chars
235046	die Kiemen nicht auseinanderkriegen	non_word_chars
235047	die Kirche im Dorf lassen	non_word_chars
235048	die Klappe aufreissen	non_word_chars
235049	die Klappe aufreißen	non_word_chars
235050	die Klappe halten	non_word_chars
235051	die kleinen grauen Zellen	non_word_chars
235052	die Kleinen hängt man, die Grossen lässt man laufen	non_word_chars
235053	die Kleinen hängt man, die Großen lässt man laufen	non_word_chars
235054	die Kuh vom Eis bringen	non_word_chars
235055	die Kuh vom Eis führen	non_word_chars
235056	die Kuh vom Eis holen	non_word_chars
235057	die Kuh vom Eis kriegen	non_word_chars
235058	die Kuh vom Eis schieben	non_word_chars
235059	die Kuh vom Eis ziehen	non_word_chars
235060	die Kurve kratzen	non_word_chars
235061	die Latte höher legen	non_word_chars
235062	die Letzten werden die Ersten sein	non_word_chars
235063	Die Linkspartei.	non_word_chars
235064	die Luft aus dem Glas lassen	non_word_chars
235065	die Messe ist gelesen	non_word_chars
235066	die Muskeln spielen lassen	non_word_chars
235067	die Mücke machen	non_word_chars
235068	die Nachhut bilden	non_word_chars
235069	die Nadel im Heuhaufen suchen	non_word_chars
235070	die Nase voll haben	non_word_chars
235071	die Nase vorn haben	non_word_chars
235072	die Nerven liegen blank	non_word_chars
235073	die Nerven verlieren	non_word_chars
235074	die Notbremse ziehen	non_word_chars
235075	die oberen Zehntausend	non_word_chars
235076	die Oberhand gewinnen	non_word_chars
235077	die Ochsen hinter den Pflug spannen	non_word_chars
235078	die Ohren auf Durchzug schalten	non_word_chars
235079	die Ohren hängen lassen	non_word_chars
235080	die Ohren spitzen	non_word_chars
235081	die Ohren steif halten	non_word_chars
235082	die Platte putzen	non_word_chars
235083	die Qual der Wahl haben	non_word_chars
235084	die Radieschen von unten ansehen	non_word_chars
235085	die Radieschen von unten betrachten	non_word_chars
235086	die Ratten verlassen das sinkende Schiff	non_word_chars
235087	die Rechnung ohne den Wirt machen	non_word_chars
235088	die Reißleine ziehen	non_word_chars
235089	die Reissleine ziehen	non_word_chars
235090	die Revolution entlässt ihre eigenen Kinder	non_word_chars
235091	die Revolution frisst ihre eigenen Kinder	non_word_chars
235092	die Ruhe vor dem Sturm	non_word_chars
235093	die Runde machen	non_word_chars
235094	die Sache ist die, und der Umstand ist der	non_word_chars
235095	die Sau rauslassen	non_word_chars
235096	die Schafe von den Böcken scheiden	non_word_chars
235097	die Schere im Kopf haben	non_word_chars
235098	die Schiffe hinter sich verbrennen	non_word_chars
235099	die Schnauze halten	non_word_chars
235100	die Schnauze voll haben	non_word_chars
235101	die Schotten dichtmachen	non_word_chars
235102	die Schulbank drücken	non_word_chars
235103	die Schäflein im Trockenen haben	non_word_chars
235104	die Schönheit liegt im Auge des Betrachters	non_word_chars
235105	die Seele baumeln lassen	non_word_chars
235106	die Segel streichen	non_word_chars
235107	die Spendierhosen anhaben	non_word_chars
235108	die Sprache auf etwas bringen	non_word_chars
235109	die Spreu vom Weizen trennen	non_word_chars
235110	die Stecknadel im Heuhaufen suchen	non_word_chars
235111	die Sterne vom Himmel holen wollen	non_word_chars
235112	die Stille vor dem Sturm	non_word_chars
235113	die Stirn bieten	non_word_chars
235114	die Stirn haben	non_word_chars
235115	die Straße abklappern	non_word_chars
235116	die Strasse abklappern	non_word_chars
235117	die Straße fegen	non_word_chars
235118	die Strasse fegen	non_word_chars
235119	die Stunde der Wahrheit	non_word_chars
235120	die Suppe auslöffeln	non_word_chars
235121	die Tafel aufheben	non_word_chars
235122	die Waffen strecken	non_word_chars
235123	die Wahl haben zwischen Pest und Cholera	non_word_chars
235124	die Weichen für etwas stellen	non_word_chars
235125	die Weisheit nicht mit Löffeln gefressen haben	non_word_chars
235126	die Weisheit nicht mit Löffeln gegessen haben	non_word_chars
235127	die Welt ist ein Dorf	non_word_chars
235128	die Wogen glätten	non_word_chars
235129	die Wände haben Ohren	non_word_chars
235130	die Würfel sind gefallen	non_word_chars
235131	die Würmer baden	non_word_chars
235132	die Zeit totschlagen	non_word_chars
235133	die Zelte abbrechen	non_word_chars
235134	die zweite Geige spielen	non_word_chars
235135	die Zähne zusammenbeissen	non_word_chars
235136	die Zähne zusammenbeißen	non_word_chars
235137	die Ärmel hochkrempeln	non_word_chars
235138	die üblichen Verdächtigen	non_word_chars
235139	Dieb im Gesetz	non_word_chars
235140	Diebe im Gesetz	non_word_chars
235141	Dieben im Gesetz	non_word_chars
235142	Diebes im Gesetz	non_word_chars
235174	Diebs im Gesetz	non_word_chars
235209	Diego Garcia	non_word_chars
235210	Diego Garcias	non_word_chars
235257	dien ab	non_word_chars
235258	dien an	non_word_chars
235259	dien empor	non_word_chars
235260	dien hinauf	non_word_chars
235261	dien hoch	non_word_chars
235262	dien zu	non_word_chars
235266	diene ab	non_word_chars
235267	diene an	non_word_chars
235268	diene empor	non_word_chars
235269	diene hinauf	non_word_chars
235270	diene hoch	non_word_chars
235271	diene zu	non_word_chars
235272	dienen ab	non_word_chars
235273	dienen an	non_word_chars
235274	dienen empor	non_word_chars
235275	dienen hinauf	non_word_chars
235276	dienen hoch	non_word_chars
235277	dienen zu	non_word_chars
235307	dienest ab	non_word_chars
235308	dienest an	non_word_chars
235309	dienest empor	non_word_chars
235310	dienest hinauf	non_word_chars
235311	dienest hoch	non_word_chars
235312	dienest zu	non_word_chars
235314	dienet ab	non_word_chars
235315	dienet an	non_word_chars
235316	dienet empor	non_word_chars
235317	dienet hinauf	non_word_chars
235318	dienet hoch	non_word_chars
235319	dienet zu	non_word_chars
235336	dienst ab	non_word_chars
235337	dienst an	non_word_chars
235338	dienst empor	non_word_chars
235339	dienst hinauf	non_word_chars
235340	dienst hoch	non_word_chars
235341	Dienst ist Dienst und Schnaps ist Schnaps	non_word_chars
235342	Dienst ist Dienst, und Schnaps ist Schnaps	non_word_chars
235343	dienst zu	non_word_chars
235724	dient ab	non_word_chars
235725	dient an	non_word_chars
235726	dient empor	non_word_chars
235727	dient hinauf	non_word_chars
235728	dient hoch	non_word_chars
235729	dient zu	non_word_chars
235730	diente ab	non_word_chars
235731	diente an	non_word_chars
235732	diente empor	non_word_chars
235733	diente hinauf	non_word_chars
235734	diente hoch	non_word_chars
235735	diente zu	non_word_chars
235736	dienten ab	non_word_chars
235737	dienten an	non_word_chars
235738	dienten empor	non_word_chars
235739	dienten hinauf	non_word_chars
235740	dienten hoch	non_word_chars
235741	dienten zu	non_word_chars
235744	dientest ab	non_word_chars
235745	dientest an	non_word_chars
235746	dientest empor	non_word_chars
235747	dientest hinauf	non_word_chars
235748	dientest hoch	non_word_chars
235749	dientest zu	non_word_chars
235751	dientet ab	non_word_chars
235752	dientet an	non_word_chars
235753	dientet empor	non_word_chars
235754	dientet hinauf	non_word_chars
235755	dientet hoch	non_word_chars
235756	dientet zu	non_word_chars
235767	Diepholz’	non_word_chars
235772	Dies irae	non_word_chars
235773	dies und das	non_word_chars
235774	dies.	non_word_chars
235781	diesel ein	non_word_chars
235788	dieselbe Couleur in Grün	non_word_chars
235789	dieselbe Sprache sprechen	non_word_chars
235790	diesele ein	non_word_chars
235830	dieseln ein	non_word_chars
235864	dieselst ein	non_word_chars
235870	dieselt ein	non_word_chars
235876	dieselte ein	non_word_chars
235877	dieselten ein	non_word_chars
235878	dieseltest ein	non_word_chars
235879	dieseltet ein	non_word_chars
235890	dieser Tage	non_word_chars
235891	dieser Zug ist abgefahren	non_word_chars
235914	diesle ein	non_word_chars
235915	dieslest ein	non_word_chars
235916	dieslet ein	non_word_chars
235957	Diex’	non_word_chars
235960	Diez’	non_word_chars
235961	dif-	non_word_chars
236039	differenzier aus	non_word_chars
236047	differenziere aus	non_word_chars
236048	differenzieren aus	non_word_chars
236056	differenzierest aus	non_word_chars
236058	differenzieret aus	non_word_chars
236060	differenzierst aus	non_word_chars
236061	differenziert aus	non_word_chars
236062	differenzierte aus	non_word_chars
236064	differenzierten aus	non_word_chars
236066	differenziertest aus	non_word_chars
236068	differenziertet aus	non_word_chars
236302	Diktatur des Proletariats	non_word_chars
236466	Dim Mak	non_word_chars
236467	dim.	non_word_chars
236468	Dim.	non_word_chars
236507	dimin.	non_word_chars
236508	Dimin.	non_word_chars
236583	Dimotikí	non_word_chars
236584	DIN-A4-Blatt	non_word_chars
236585	DIN-A4-Blatte	non_word_chars
236586	DIN-A4-Blattes	non_word_chars
236587	DIN-A4-Blatts	non_word_chars
236588	DIN-A4-Blätter	non_word_chars
236589	DIN-A4-Blättern	non_word_chars
236593	Dinarische Gebirge	non_word_chars
236594	Dinarischem Gebirge	non_word_chars
236595	Dinarischen Gebirge	non_word_chars
236596	Dinarischen Gebirges	non_word_chars
236597	Dinarisches Gebirge	non_word_chars
236600	ding ab	non_word_chars
236603	dinge ab	non_word_chars
236611	dingen ab	non_word_chars
236624	dingest ab	non_word_chars
236626	dinget ab	non_word_chars
236663	dingst ab	non_word_chars
236665	dingt ab	non_word_chars
236667	dingte ab	non_word_chars
236669	dingten ab	non_word_chars
236671	dingtest ab	non_word_chars
236673	dingtet ab	non_word_chars
236715	Dinnies’	non_word_chars
236750	dionysische Zeitrechnung	non_word_chars
236753	dionysischen Zeitrechnung	non_word_chars
236755	dionysischer Zeitrechnung	non_word_chars
236767	Dionysos’	non_word_chars
236854	Dipl.	non_word_chars
236855	Dipl.-Bibl.	non_word_chars
236856	Dipl.-Ing.	non_word_chars
236857	Dipl.-Kff.	non_word_chars
236858	Dipl.-Kffr.	non_word_chars
236859	Dipl.-Kfm.	non_word_chars
236860	Dipl.-Kfr.	non_word_chars
236861	Dipl.-Psych.	non_word_chars
236944	diplomatische Immunität	non_word_chars
237009	Dir.	non_word_chars
237010	Direct banking	non_word_chars
237014	direkte Demokratie	non_word_chars
237015	direkte Frage	non_word_chars
237016	direkte Fragen	non_word_chars
237017	direkte Objekt	non_word_chars
237018	direkte Objekte	non_word_chars
237019	direkte Rede	non_word_chars
237020	direkte Reden	non_word_chars
237021	direkte Sprechakt	non_word_chars
237022	direkte Sprechakte	non_word_chars
237026	direktem Objekt	non_word_chars
237027	direktem Sprechakt	non_word_chars
237028	direkten Frage	non_word_chars
237029	direkten Fragen	non_word_chars
237030	direkten Objekt	non_word_chars
237031	direkten Objekte	non_word_chars
237032	direkten Objekten	non_word_chars
237033	direkten Objektes	non_word_chars
237034	direkten Objekts	non_word_chars
237035	direkten Rede	non_word_chars
237036	direkten Reden	non_word_chars
237037	direkten Sprechakt	non_word_chars
237038	direkten Sprechakte	non_word_chars
237039	direkten Sprechakten	non_word_chars
237040	direkten Sprechaktes	non_word_chars
237041	direkten Sprechakts	non_word_chars
237044	direkter Frage	non_word_chars
237045	direkter Fragen	non_word_chars
237046	direkter Objekte	non_word_chars
237047	direkter Rede	non_word_chars
237048	direkter Reden	non_word_chars
237049	direkter Sprechakt	non_word_chars
237050	direkter Sprechakte	non_word_chars
237056	direktes Objekt	non_word_chars
237136	dirigier herum	non_word_chars
237138	dirigiere herum	non_word_chars
237139	dirigieren herum	non_word_chars
237147	dirigierest herum	non_word_chars
237149	dirigieret herum	non_word_chars
237156	dirigierst herum	non_word_chars
237163	dirigiert herum	non_word_chars
237164	dirigierte herum	non_word_chars
237165	dirigierten herum	non_word_chars
237167	dirigiertest herum	non_word_chars
237169	dirigiertet herum	non_word_chars
237219	dis-	non_word_chars
237382	diskontinuierliche Allomorph	non_word_chars
237383	diskontinuierliche Allomorphe	non_word_chars
237384	diskontinuierliche Morphem	non_word_chars
237385	diskontinuierliche Morpheme	non_word_chars
237387	diskontinuierlichem Allomorph	non_word_chars
237388	diskontinuierlichem Morphem	non_word_chars
237390	diskontinuierlichen Allomorph	non_word_chars
237391	diskontinuierlichen Allomorphe	non_word_chars
237392	diskontinuierlichen Allomorphen	non_word_chars
237393	diskontinuierlichen Allomorphs	non_word_chars
237394	diskontinuierlichen Morphem	non_word_chars
237395	diskontinuierlichen Morpheme	non_word_chars
237396	diskontinuierlichen Morphemen	non_word_chars
237397	diskontinuierlichen Morphems	non_word_chars
237399	diskontinuierlicher Allomorphe	non_word_chars
237400	diskontinuierlicher Morpheme	non_word_chars
237407	diskontinuierliches Allomorph	non_word_chars
237408	diskontinuierliches Morphem	non_word_chars
237634	diskutier an	non_word_chars
237635	diskutier aus	non_word_chars
237636	diskutier durch	non_word_chars
237637	diskutier herum	non_word_chars
237638	diskutier rum	non_word_chars
237639	diskutier weg	non_word_chars
237646	diskutiere an	non_word_chars
237647	diskutiere aus	non_word_chars
237648	diskutiere durch	non_word_chars
237649	diskutiere herum	non_word_chars
237650	diskutiere rum	non_word_chars
237651	diskutiere weg	non_word_chars
237652	diskutieren an	non_word_chars
237653	diskutieren aus	non_word_chars
237654	diskutieren durch	non_word_chars
237655	diskutieren herum	non_word_chars
237656	diskutieren rum	non_word_chars
237657	diskutieren weg	non_word_chars
237665	diskutierest an	non_word_chars
237666	diskutierest aus	non_word_chars
237667	diskutierest durch	non_word_chars
237668	diskutierest herum	non_word_chars
237669	diskutierest rum	non_word_chars
237670	diskutierest weg	non_word_chars
237672	diskutieret an	non_word_chars
237673	diskutieret aus	non_word_chars
237674	diskutieret durch	non_word_chars
237675	diskutieret herum	non_word_chars
237676	diskutieret rum	non_word_chars
237677	diskutieret weg	non_word_chars
237679	diskutierst an	non_word_chars
237680	diskutierst aus	non_word_chars
237681	diskutierst durch	non_word_chars
237682	diskutierst herum	non_word_chars
237683	diskutierst rum	non_word_chars
237684	diskutierst weg	non_word_chars
237685	diskutiert an	non_word_chars
237686	diskutiert aus	non_word_chars
237687	diskutiert durch	non_word_chars
237688	diskutiert herum	non_word_chars
237689	diskutiert rum	non_word_chars
237690	diskutiert weg	non_word_chars
237691	diskutierte an	non_word_chars
237692	diskutierte aus	non_word_chars
237693	diskutierte durch	non_word_chars
237694	diskutierte herum	non_word_chars
237695	diskutierte rum	non_word_chars
237696	diskutierte weg	non_word_chars
237698	diskutierten an	non_word_chars
237699	diskutierten aus	non_word_chars
237700	diskutierten durch	non_word_chars
237701	diskutierten herum	non_word_chars
237702	diskutierten rum	non_word_chars
237703	diskutierten weg	non_word_chars
237706	diskutiertest an	non_word_chars
237707	diskutiertest aus	non_word_chars
237708	diskutiertest durch	non_word_chars
237709	diskutiertest herum	non_word_chars
237710	diskutiertest rum	non_word_chars
237711	diskutiertest weg	non_word_chars
237713	diskutiertet an	non_word_chars
237714	diskutiertet aus	non_word_chars
237715	diskutiertet durch	non_word_chars
237716	diskutiertet herum	non_word_chars
237717	diskutiertet rum	non_word_chars
237718	diskutiertet weg	non_word_chars
237827	Displaced Person	non_word_chars
237828	Displaced Persons	non_word_chars
237857	disponier um	non_word_chars
237859	disponiere um	non_word_chars
237860	disponieren um	non_word_chars
237868	disponierest um	non_word_chars
237870	disponieret um	non_word_chars
237872	disponierst um	non_word_chars
237873	disponiert um	non_word_chars
237875	disponierte um	non_word_chars
237877	disponierten um	non_word_chars
237881	disponiertest um	non_word_chars
237883	disponiertet um	non_word_chars
237980	Diss.	non_word_chars
238125	dissoziative Identitätsstörung	non_word_chars
238126	dissoziative Identitätsstörungen	non_word_chars
238129	dissoziativen Identitätsstörung	non_word_chars
238130	dissoziativen Identitätsstörungen	non_word_chars
238132	dissoziativer Identitätsstörung	non_word_chars
238133	dissoziativer Identitätsstörungen	non_word_chars
238293	distinktive Merkmal	non_word_chars
238294	distinktive Merkmale	non_word_chars
238296	distinktivem Merkmal	non_word_chars
238298	distinktiven Merkmal	non_word_chars
238299	distinktiven Merkmale	non_word_chars
238300	distinktiven Merkmalen	non_word_chars
238301	distinktiven Merkmales	non_word_chars
238302	distinktiven Merkmals	non_word_chars
238304	distinktiver Merkmale	non_word_chars
238306	distinktives Merkmal	non_word_chars
238335	District of Columbia	non_word_chars
238336	District Six	non_word_chars
238484	divers-	non_word_chars
238572	dividier auseinander	non_word_chars
238574	dividiere auseinander	non_word_chars
238576	dividieren auseinander	non_word_chars
238584	dividierest auseinander	non_word_chars
238586	dividieret auseinander	non_word_chars
238588	dividierst auseinander	non_word_chars
238589	dividiert auseinander	non_word_chars
238591	dividierte auseinander	non_word_chars
238594	dividierten auseinander	non_word_chars
238598	dividiertest auseinander	non_word_chars
238600	dividiertet auseinander	non_word_chars
238824	do ut des	non_word_chars
238825	Do.	non_word_chars
238826	do.	non_word_chars
238827	Do.-Gge.	non_word_chars
238855	dock ab	non_word_chars
238856	dock an	non_word_chars
238861	docke ab	non_word_chars
238862	docke an	non_word_chars
238865	docken ab	non_word_chars
238866	docken an	non_word_chars
238877	dockest ab	non_word_chars
238878	dockest an	non_word_chars
238880	docket ab	non_word_chars
238881	docket an	non_word_chars
238888	dockst ab	non_word_chars
238889	dockst an	non_word_chars
238891	dockt ab	non_word_chars
238892	dockt an	non_word_chars
238894	dockte ab	non_word_chars
238895	dockte an	non_word_chars
238897	dockten ab	non_word_chars
238898	dockten an	non_word_chars
238900	docktest ab	non_word_chars
238901	docktest an	non_word_chars
238903	docktet ab	non_word_chars
238904	docktet an	non_word_chars
238912	doctor designatus	non_word_chars
238934	Dodge City	non_word_chars
238935	Dodge Citys	non_word_chars
239020	dokter herum	non_word_chars
239022	doktere herum	non_word_chars
